x,y,R,G,B
30,16,25,24,23
31,16,26,25,25
32,16,24,24,23
33,16,26,26,25
34,16,26,26,25
35,16,25,26,25
36,16,26,25,24
37,16,27,26,25
38,16,26,27,26
39,16,25,26,24
40,16,26,27,26
41,16,25,26,25
42,16,23,25,24
43,16,23,24,22
44,16,24,21,22
45,16,24,23,23
46,16,24,23,23
47,16,24,25,24
48,16,25,23,25
49,16,23,23,23
50,16,23,24,24
51,16,22,21,21
52,16,25,25,23
53,16,23,22,22
54,16,25,25,24
55,16,24,25,23
56,16,26,26,27
57,16,27,27,27
58,16,27,26,25
59,16,25,26,24
60,16,26,25,26
61,16,27,28,27
62,16,25,25,23
63,16,25,24,25
0,17,24,23,25
1,17,26,25,25
2,17,25,25,24
3,17,25,25,25
4,17,25,25,25
5,17,24,25,25
6,17,24,24,24
7,17,25,26,24
8,17,24,23,24
9,17,22,22,22
10,17,27,24,24
11,17,24,24,24
12,17,25,26,24
13,17,25,24,24
14,17,24,26,22
15,17,22,23,21
16,17,25,27,26
17,17,27,24,26
18,17,23,24,23
19,17,19,22,22
20,17,24,24,23
21,17,26,26,26
22,17,26,29,26
23,17,26,24,25
24,17,23,24,23
25,17,24,24,22
26,17,23,21,22
27,17,25,24,24
28,17,24,25,26
29,17,24,25,25
30,17,26,24,25
31,17,25,24,24
32,17,27,27,26
33,17,24,25,24
34,17,24,24,23
35,17,21,22,21
36,17,22,22,23
37,17,24,26,26
38,17,27,27,26
39,17,26,28,25
40,17,25,25,26
41,17,23,24,25
42,17,25,25,25
43,17,27,26,27
44,17,24,25,24
45,17,25,25,24
46,17,25,24,25
47,17,24,24,24
48,17,25,24,25
49,17,24,24,23
50,17,25,25,24
51,17,25,24,24
52,17,22,22,21
53,17,23,25,22
54,17,24,23,22
55,17,23,24,22
56,17,27,27,27
57,17,27,28,28
58,17,27,26,26
59,17,25,26,26
60,17,25,26,25
61,17,23,22,23
62,17,23,22,22
63,17,21,22,22
0,18,23,23,23
1,18,24,23,24
2,18,23,23,24
3,18,26,25,25
4,18,27,26,26
5,18,23,24,23
6,18,23,23,23
7,18,26,25,24
8,18,26,26,26
9,18,23,24,25
10,18,25,25,25
11,18,24,24,23
12,18,23,23,24
13,18,26,26,26
14,18,23,24,24
15,18,23,22,23
16,18,22,24,24
17,18,24,24,24
18,18,24,25,26
19,18,22,24,23
20,18,21,22,22
21,18,23,24,24
22,18,23,23,24
23,18,25,26,25
24,18,28,27,27
25,18,24,26,24
26,18,25,26,25
27,18,26,26,24
28,18,26,24,24
29,18,25,24,24
30,18,23,23,24
31,18,24,22,23
32,18,25,25,27
33,18,23,24,23
34,18,24,23,23
35,18,22,22,22
36,18,23,23,22
37,18,24,25,26
38,18,25,23,24
39,18,24,26,24
40,18,25,25,25
41,18,25,25,24
42,18,26,26,25
43,18,26,24,25
44,18,24,24,24
45,18,25,25,25
46,18,25,25,25
47,18,26,26,25
48,18,26,26,25
49,18,23,26,24
50,18,24,25,25
51,18,26,27,25
52,18,24,24,23
53,18,26,27,26
54,18,24,24,24
55,18,24,25,23
56,18,21,21,21
57,18,22,23,22
58,18,23,24,24
59,18,24,23,23
60,18,24,26,25
61,18,25,27,26
62,18,24,24,23
63,18,21,25,23
0,19,21,20,20
1,19,20,21,21
2,19,21,23,21
3,19,20,21,20
4,19,22,21,22
5,19,20,19,20
6,19,21,21,22
7,19,22,22,22
8,19,25,26,25
9,19,24,25,24
10,19,23,22,23
11,19,22,24,24
12,19,25,25,24
13,19,25,27,26
14,19,24,24,23
15,19,24,24,24
16,19,22,21,21
17,19,24,24,22
18,19,23,25,24
19,19,24,24,25
20,19,25,23,25
21,19,24,22,23
22,19,24,25,24
23,19,24,25,24
24,19,24,25,24
25,19,25,26,25
26,19,27,26,28
27,19,24,24,24
28,19,23,22,22
29,19,23,23,23
30,19,23,23,23
31,19,22,22,22
32,19,24,25,24
33,19,24,24,24
34,19,22,23,23
35,19,22,24,22
36,19,23,24,23
37,19,24,25,25
38,19,25,25,24
39,19,22,23,22
40,19,24,25,24
41,19,25,25,25
42,19,24,24,23
43,19,22,23,22
44,19,23,22,22
45,19,25,24,23
46,19,25,26,24
47,19,26,26,25
48,19,23,22,22
49,19,21,22,21
50,19,25,25,24
51,19,24,24,24
52,19,24,24,24
53,19,23,25,24
54,19,23,24,24
55,19,23,24,24
56,19,20,22,22
57,19,23,23,23
58,19,23,24,24
59,19,24,25,23
60,19,26,26,26
61,19,26,27,27
62,19,23,26,24
63,19,25,25,25
0,20,24,23,23
1,20,24,22,22
2,20,25,25,24
3,20,23,24,24
4,20,25,26,25
5,20,25,25,26
6,20,25,25,24
7,20,21,21,24
8,20,22,20,20
9,20,21,21,20
10,20,20,21,20
11,20,23,24,24
12,20,24,25,23
13,20,23,23,23
14,20,22,23,22
15,20,26,26,25
16,20,23,23,22
17,20,26,25,25
18,20,24,26,27
19,20,24,26,24
20,20,25,26,25
21,20,26,27,25
22,20,24,24,25
23,20,25,23,24
24,20,25,24,24
25,20,24,24,24
26,20,24,25,25
27,20,24,24,22
28,20,23,23,22
29,20,23,24,24
30,20,23,24,23
31,20,22,24,23
32,20,25,23,24
33,20,25,25,24
34,20,23,23,24
35,20,25,25,24
36,20,26,26,26
37,20,23,23,23
38,20,21,22,21
39,20,22,22,22
40,20,24,25,24
41,20,25,26,26
42,20,25,25,24
43,20,23,23,24
44,20,27,26,26
45,20,22,23,24
46,20,26,25,25
47,20,25,24,24
48,20,22,23,24
49,20,24,23,23
50,20,24,25,24
51,20,21,23,23
52,20,21,22,22
53,20,24,23,23
54,20,25,25,25
55,20,24,24,24
56,20,26,25,26
57,20,25,26,25
58,20,24,23,24
59,20,24,24,22
60,20,24,23,25
61,20,26,24,26
62,20,25,24,22
63,20,23,23,23
0,21,27,28,26
1,21,25,26,25
2,21,19,20,19
3,21,21,24,23
4,21,26,26,26
5,21,26,26,26
6,21,27,27,26
7,21,25,27,26
8,21,23,24,24
9,21,23,23,25
10,21,25,25,26
11,21,22,23,22
12,21,24,23,23
13,21,25,24,24
14,21,23,23,23
15,21,23,26,24
16,21,24,25,23
17,21,26,27,26
18,21,26,26,25
19,21,23,24,23
20,21,24,24,22
21,21,22,24,24
22,21,24,24,24
23,21,22,23,21
24,21,28,28,26
25,21,26,27,25
26,21,24,25,24
27,21,24,24,23
28,21,24,25,26
29,21,27,26,28
30,21,24,23,23
31,21,23,23,22
32,21,22,23,23
33,21,24,25,24
34,21,24,23,25
35,21,25,26,25
36,21,24,24,23
37,21,22,22,21
38,21,20,22,21
39,21,22,21,21
40,21,23,24,25
41,21,27,27,26
42,21,26,27,26
43,21,26,27,26
44,21,26,26,25
45,21,23,25,24
46,21,24,24,24
47,21,25,26,25
48,21,27,26,27
49,21,25,25,26
50,21,28,28,25
51,21,25,26,25
52,21,22,23,21
53,21,25,24,26
54,21,25,24,24
55,21,23,23,24
56,21,25,25,25
57,21,25,26,25
58,21,25,26,25
59,21,23,24,24
60,21,25,23,24
61,21,25,25,24
62,21,24,24,25
63,21,21,23,22
0,22,23,24,22
1,22,24,23,23
2,22,21,23,20
3,22,25,25,23
4,22,25,24,23
5,22,23,24,24
6,22,24,25,24
7,22,25,26,23
8,22,24,24,23
9,22,27,27,27
10,22,27,26,27
11,22,20,21,20
12,22,23,22,23
13,22,25,26,23
14,22,22,22,23
15,22,22,23,23
16,22,24,25,24
17,22,23,23,23
18,22,22,24,24
19,22,24,24,23
20,22,23,22,24
21,22,25,25,26
22,22,23,25,23
23,22,24,25,22
24,22,23,25,24
25,22,25,23,24
26,22,24,23,24
27,22,24,24,23
28,22,25,26,27
29,22,27,28,28
30,22,24,24,23
31,22,23,24,25
32,22,22,23,22
33,22,26,26,25
34,22,25,24,26
35,22,25,24,25
36,22,25,24,24
37,22,21,21,21
38,22,25,24,25
39,22,24,24,24
40,22,26,25,24
41,22,25,26,26
42,22,24,24,25
43,22,24,26,24
44,22,25,27,25
45,22,22,22,23
46,22,26,24,24
47,22,23,24,24
48,22,26,26,27
49,22,26,24,24
50,22,25,26,25
51,22,23,22,23
52,22,22,24,23
53,22,24,26,24
54,22,24,24,26
55,22,24,23,24
56,22,27,27,26
57,22,25,26,26
58,22,24,25,24
59,22,24,24,23
60,22,25,24,26
61,22,26,27,26
62,22,24,25,24
63,22,25,26,26
0,23,22,22,22
1,23,27,27,28
2,23,29,30,29
3,23,24,24,24
4,23,23,23,23
5,23,23,23,24
6,23,25,26,25
7,23,25,25,23
8,23,25,26,25
9,23,24,25,23
10,23,24,25,25
11,23,21,21,20
12,23,22,21,21
13,23,24,24,24
14,23,21,23,22
15,23,20,20,19
16,23,25,25,25
17,23,26,27,25
18,23,25,26,26
19,23,26,25,24
20,23,26,26,25
21,23,27,27,26
22,23,26,27,27
23,23,24,24,24
24,23,25,25,24
25,23,23,24,24
26,23,24,25,26
27,23,25,25,24
28,23,22,22,24
29,23,23,25,26
30,23,22,23,24
31,23,23,23,22
32,23,26,25,25
33,23,24,24,26
34,23,25,25,25
35,23,25,24,25
36,23,23,23,23
37,23,23,24,23
38,23,25,26,26
39,23,24,26,26
40,23,24,23,23
41,23,23,22,23
42,23,24,25,23
43,23,24,23,21
44,23,25,25,25
45,23,22,25,24
46,23,26,28,27
47,23,26,26,26
48,23,26,24,25
49,23,26,24,23
50,23,23,24,24
51,23,23,23,24
52,23,27,27,27
53,23,25,26,26
54,23,26,26,26
55,23,24,24,25
56,23,28,27,28
57,23,26,25,26
58,23,23,25,24
59,23,25,23,24
60,23,22,22,21
61,23,24,24,23
62,23,25,26,25
63,23,24,24,25
0,24,23,23,23
1,24,25,27,26
2,24,27,27,26
3,24,26,26,26
4,24,24,25,26
5,24,24,23,24
6,24,23,24,25
7,24,25,25,24
8,24,24,26,24
9,24,25,26,25
10,24,22,25,24
11,24,25,25,26
12,24,24,26,26
13,24,25,23,24
14,24,27,27,26
15,24,24,25,25
16,24,26,24,24
17,24,23,23,24
18,24,20,21,22
19,24,22,25,25
20,24,26,27,27
21,24,24,24,23
22,24,23,23,24
23,24,23,23,22
24,24,24,25,25
25,24,25,25,25
26,24,22,22,24
27,24,24,26,26
28,24,25,25,25
29,24,24,24,25
30,24,23,23,23
31,24,21,23,24
32,24,23,23,22
33,24,21,22,20
34,24,23,23,23
35,24,24,25,25
36,24,26,26,26
37,24,28,27,27
38,24,29,28,27
39,24,27,26,25
40,24,25,25,25
41,24,23,23,22
42,24,23,24,24
43,24,23,23,23
44,24,24,24,24
45,24,25,25,24
46,24,26,26,26
47,24,24,25,24
48,24,26,24,25
49,24,24,25,24
50,24,23,25,24
51,24,22,22,21
52,24,24,23,23
53,24,25,26,25
54,24,24,24,23
55,24,25,25,23
56,24,24,25,23
57,24,25,24,24
58,24,23,24,24
59,24,29,27,27
60,24,30,30,28
61,24,23,23,26
62,24,26,25,24
63,24,29,28,28
0,25,25,26,25
1,25,28,26,28
2,25,25,26,24
3,25,23,24,24
4,25,23,23,24
5,25,26,24,24
6,25,25,25,25
7,25,26,25,24
8,25,23,23,25
9,25,25,25,26
10,25,25,26,24
11,25,24,25,25
12,25,25,26,25
13,25,25,26,24
14,25,25,26,24
15,25,26,26,23
16,25,20,22,22
17,25,23,24,23
18,25,21,21,21
19,25,23,23,23
20,25,23,24,25
21,25,25,23,23
22,25,24,23,23
23,25,24,24,24
24,25,25,25,24
25,25,25,26,24
26,25,22,22,23
27,25,25,24,25
28,25,26,29,27
29,25,27,26,24
30,25,24,24,24
31,25,24,26,25
32,25,23,21,23
33,25,21,20,20
34,25,24,23,23
35,25,24,25,24
36,25,26,26,25
37,25,28,27,27
38,25,24,25,25
39,25,21,22,23
40,25,24,24,23
41,25,23,23,24
42,25,25,26,24
43,25,24,25,25
44,25,23,23,23
45,25,22,23,23
46,25,23,24,23
47,25,24,25,23
48,25,23,24,25
49,25,27,26,27
50,25,22,22,23
51,25,21,19,20
52,25,25,26,24
53,25,23,24,23
54,25,23,23,22
55,25,24,25,23
56,25,25,25,26
57,25,24,26,25
58,25,27,25,26
59,25,26,27,25
60,25,23,24,23
61,25,23,23,23
62,25,25,26,25
63,25,25,26,25
0,26,25,25,26
1,26,24,24,25
2,26,23,23,23
3,26,25,24,23
4,26,25,23,23
5,26,27,26,25
6,26,26,26,26
7,26,23,24,22
8,26,21,22,21
9,26,23,24,23
10,26,26,26,26
11,26,28,26,26
12,26,28,29,29
13,26,25,26,25
14,26,24,23,21
15,26,26,25,26
16,26,23,22,22
17,26,25,26,25
18,26,24,24,25
19,26,24,26,25
20,26,24,25,24
21,26,23,24,21
22,26,24,24,23
23,26,29,29,28
24,26,25,25,25
25,26,24,25,23
26,26,24,25,24
27,26,23,25,24
28,26,24,23,24
29,26,25,25,25
30,26,25,25,25
31,26,24,25,26
32,26,27,27,26
33,26,24,24,24
34,26,23,25,24
35,26,23,24,23
36,26,21,22,22
37,26,23,24,23
38,26,23,23,24
39,26,22,23,23
40,26,21,23,23
41,26,23,25,23
42,26,27,27,25
43,26,23,25,25
44,26,24,24,23
45,26,25,26,24
46,26,26,25,27
47,26,24,24,24
48,26,27,26,25
49,26,29,30,28
50,26,24,24,23
51,26,23,23,21
52,26,23,24,23
53,26,25,25,25
54,26,23,24,22
55,26,26,25,24
56,26,23,24,24
57,26,22,23,22
58,26,21,23,23
59,26,25,24,25
60,26,24,24,22
61,26,24,23,21
62,26,27,27,25
63,26,25,24,25
0,27,25,24,24
1,27,23,23,23
2,27,21,23,22
3,27,24,23,23
4,27,23,24,23
5,27,24,26,25
6,27,23,25,23
7,27,24,23,25
8,27,25,24,24
9,27,22,22,23
10,27,25,25,27
11,27,25,25,25
12,27,28,28,27
13,27,25,25,24
14,27,26,25,24
15,27,26,26,24
16,27,25,24,24
17,27,26,25,25
18,27,24,23,24
19,27,24,24,24
20,27,27,26,24
21,27,22,22,22
22,27,22,23,22
23,27,29,29,28
24,27,27,26,25
25,27,26,27,27
26,27,25,25,25
27,27,23,25,24
28,27,22,23,22
29,27,22,23,21
30,27,23,24,23
31,27,24,24,24
32,27,24,25,24
33,27,22,22,23
34,27,25,25,26
35,27,26,26,26
36,27,26,26,25
37,27,25,23,23
38,27,26,26,27
39,27,25,26,26
40,27,23,25,23
41,27,26,26,24
42,27,25,24,25
43,27,21,21,21
44,27,23,21,23
45,27,26,25,25
46,27,23,25,24
47,27,26,24,24
48,27,23,24,22
49,27,25,27,25
50,27,28,26,28
51,27,23,24,23
52,27,23,23,24
53,27,26,26,26
54,27,24,25,23
55,27,23,21,22
56,27,21,23,24
57,27,22,22,21
58,27,21,21,22
59,27,26,26,24
60,27,23,24,24
61,27,24,23,22
62,27,25,26,26
63,27,26,27,27
0,28,26,24,25
1,28,26,27,25
2,28,24,25,24
3,28,24,24,24
4,28,25,26,25
5,28,27,27,27
6,28,24,24,24
7,28,26,26,24
8,28,28,26,26
9,28,27,27,26
10,28,26,27,27
11,28,22,23,22
12,28,24,25,24
13,28,26,25,25
14,28,27,25,26
15,28,22,24,24
16,28,21,19,19
17,28,21,20,22
18,28,20,22,21
19,28,23,25,24
20,28,27,27,26
21,28,24,26,25
22,28,25,27,26
23,28,27,26,25
24,28,26,26,25
25,28,27,27,27
26,28,24,24,25
27,28,24,24,25
28,28,24,25,26
29,28,26,23,24
30,28,23,25,23
31,28,25,25,24
32,28,26,25,26
33,28,28,28,26
34,28,24,24,24
35,28,25,26,25
36,28,26,27,26
37,28,24,23,24
38,28,23,22,22
39,28,22,23,22
40,28,24,23,23
41,28,24,24,24
42,28,22,23,23
43,28,21,21,20
44,28,23,24,23
45,28,27,26,28
46,28,24,27,25
47,28,24,24,25
48,28,24,25,25
49,28,26,27,27
50,28,26,27,26
51,28,25,25,25
52,28,25,24,25
53,28,23,22,24
54,28,24,22,22
55,28,20,21,20
56,28,24,24,24
57,28,25,26,26
58,28,24,25,25
59,28,27,27,25
60,28,24,24,24
61,28,24,24,25
62,28,26,27,25
63,28,27,25,25
0,29,25,24,24
1,29,25,26,26
2,29,26,26,24
3,29,24,25,24
4,29,25,26,27
5,29,26,27,28
6,29,30,29,30
7,29,25,25,26
8,29,25,25,25
9,29,26,26,26
10,29,28,28,26
11,29,25,25,25
12,29,23,23,23
13,29,25,26,26
14,29,26,25,25
15,29,22,22,21
16,29,24,22,23
17,29,24,26,25
18,29,26,25,24
19,29,26,26,26
20,29,26,26,25
21,29,24,25,24
22,29,26,26,25
23,29,26,25,26
24,29,25,27,27
25,29,23,24,23
26,29,24,24,23
27,29,26,26,25
28,29,26,26,26
29,29,26,26,27
30,29,25,25,23
31,29,25,26,25
32,29,29,30,28
33,29,27,28,27
34,29,24,25,24
35,29,24,24,25
36,29,23,24,23
37,29,23,23,24
38,29,27,26,26
39,29,23,24,24
40,29,23,23,22
41,29,23,24,24
42,29,24,24,24
43,29,22,23,21
44,29,24,25,24
45,29,25,26,26
46,29,28,26,25
47,29,26,27,26
48,29,24,24,23
49,29,24,25,24
50,29,23,23,23
51,29,22,22,24
52,29,22,21,23
53,29,23,23,23
54,29,21,21,21
55,29,20,23,22
56,29,24,26,25
57,29,26,26,26
58,29,23,24,23
59,29,26,26,26
60,29,28,26,27
61,29,25,24,24
62,29,26,25,24
63,29,26,24,24
0,30,24,25,25
1,30,26,24,24
2,30,26,25,26
3,30,26,27,26
4,30,27,25,26
5,30,24,25,24
6,30,26,26,24
7,30,24,25,23
8,30,23,25,24
9,30,26,25,26
10,30,24,26,24
11,30,25,25,24
12,30,26,27,26
13,30,24,25,24
14,30,23,25,24
15,30,24,25,24
16,30,26,26,25
17,30,25,24,24
18,30,24,27,25
19,30,25,25,23
20,30,25,24,24
21,30,24,24,25
22,30,25,26,25
23,30,25,26,25
24,30,26,24,24
25,30,22,23,23
26,30,23,24,23
27,30,23,24,23
28,30,23,24,24
29,30,24,23,23
30,30,25,25,25
31,30,24,25,25
32,30,23,24,23
33,30,23,24,24
34,30,26,26,26
35,30,29,26,25
36,30,23,24,24
37,30,24,25,24
38,30,28,27,27
39,30,24,24,25
40,30,24,24,23
41,30,25,25,24
42,30,26,28,27
43,30,26,24,24
44,30,24,23,24
45,30,25,25,26
46,30,25,26,26
47,30,23,23,22
48,30,24,24,25
49,30,24,24,25
50,30,23,25,24
51,30,20,19,22
52,30,24,24,24
53,30,24,24,23
54,30,22,23,23
55,30,22,24,21
56,30,24,25,23
57,30,24,25,23
58,30,23,24,22
59,30,24,25,24
60,30,25,26,25
61,30,24,24,24
62,30,22,23,22
63,30,22,24,23
0,31,22,21,24
1,31,26,26,26
2,31,27,27,27
3,31,24,24,24
4,31,22,23,23
5,31,22,24,23
6,31,21,22,24
7,31,22,23,21
8,31,26,28,28
9,31,25,27,26
10,31,24,24,25
11,31,24,25,25
12,31,25,25,24
13,31,22,23,23
14,31,26,26,26
15,31,26,25,25
16,31,26,25,25
17,31,24,24,24
18,31,23,25,24
19,31,23,22,23
20,31,19,19,20
21,31,23,25,23
22,31,24,25,26
23,31,23,24,22
24,31,23,23,22
25,31,25,25,25
26,31,24,24,24
27,31,25,25,26
28,31,25,24,25
29,31,26,24,23
30,31,25,24,25
31,31,23,22,22
32,31,19,21,21
33,31,23,24,24
34,31,24,25,25
35,31,26,27,26
36,31,27,26,26
37,31,28,28,27
38,31,24,24,24
39,31,24,24,22
40,31,25,25,24
41,31,26,26,25
42,31,25,25,25
43,31,24,24,24
44,31,23,23,23
45,31,24,26,25
46,31,24,24,23
47,31,23,21,24
48,31,24,25,24
49,31,23,24,22
50,31,23,23,22
51,31,24,24,23
52,31,25,24,25
53,31,22,22,20
54,31,21,23,21
55,31,22,23,23
56,31,21,20,19
57,31,24,23,22
58,31,22,21,23
59,31,23,24,25
60,31,24,23,22
61,31,25,25,24
62,31,26,26,25
63,31,23,25,23
0,32,26,26,25
1,32,24,25,23
2,32,26,27,28
3,32,24,25,24
4,32,23,26,25
5,32,27,27,25
6,32,25,25,23
7,32,21,20,21
8,32,24,25,24
9,32,23,24,23
10,32,23,25,23
11,32,25,24,24
12,32,21,22,22
13,32,21,21,21
14,32,23,21,23
15,32,22,24,24
16,32,23,26,23
17,32,22,23,22
18,32,24,24,25
19,32,25,24,25
